1537,BEST WESTERN Dorchester Hotel,Travel & Accommodation,70 Church St.,Nanaimo,BC,V9R 5H4,(250) 754-6835,(250) 754-7286,http://www.dorchesternanaimo.com
857,Best Western Northgate Inn,Travel & Accommodation,6450 Metral Dr.,Nanaimo,BC,V9T 2L8,(250) 390-2222,(250) 390-2412,http://www.bwnorthgate.com
3305,Bethlehem Centre,Travel & Accommodation,2371 Arbot Rd,Nanaimo ,BC,V9R 6S9,(250)754-3254,N/A,http://www.bethlehemcentre.com
74,Better Business Bureau VI,Community Service,220-1175 Cook St.,Victoria,BC,V8V 4A1,(250) 386-6348,(250) 386-2367,http://www.vi.bbb.org
5825,N/A,N/A,300-60 Commercial St.,Nanaimo,BC,V9R 5G4,(250) 591-3230,N/A,N/A
85,BMO Bank of Montreal (North Nanaimo),Banking,6908 Island Hwy N,Nanaimo,BC,V9V 1P6,(250) 390-6742,(250) 390-5086,http://www.bmo.com
86,BMO Bank of Montreal (Terminal Park Branch),Banking,1533 Estevan Rd,Nanaimo,BC,V9S 3Y3,(250) 716-7560,(250) 753-1365,http://www.bmo.com
2098,Bonaventure Support Services Ltd.,Community Service,4196 Unit B Departure Bay Road,Nanaimo,BC,V9T 4B7,(250) 585-1437,(250) 585-6665,http://www.bonaventuresupport.com
88,Boys & Girls Clubs of Central Vancouver Island,Community Service,2290 Bowen Road,Nanaimo,BC,V9T 3K7,(250) 754-3215,(250) 754-4771,http://www.bgccvi.com
751,Brady's Powder Coating Ltd.,Automotive,1607 Woobank Rd,Nanaimo,BC,V9X 1M8,(250) 722-3348,(250) 722-3354,http://www.thepowdercoaters.com
3431,Brand Name Blinds,"Construction, Materials, Contractors",191 Wall Street,Nanaimo,BC,V9S 5H9,(250) 714-5900,N/A,http://www.brandnameblind.me
89,Brannen Lake RV Park & Campsite,Travel & Accommodation,4220 Biggs Rd.,Nanaimo,BC,V9T 6P9,(250) 756-0404,(250) 758-7379,http://www.brannenlake.com/
1622,Brechin Lanes Bowling / Escapism Escape Rooms ,Arts & Entertainment,1870 E. Wellington Rd.,Nanaimo,BC,V9S 5X7,(250) 753-2341,(250) 753-2389,"http://www.brechinlanes.ca, www.escapismnanaimo.ca"
2065,Brickyard Physiotherapy,Health Care & Personal Services,103-6010 Brickyard Rd.,Nanaimo,BC,V9V 1S5,(250) 729-7956,(250) 729-7516,http://www.brickyardphysio.com
2220,Broco Auto Glass and Upholstery,Automotive,6450 Island Hwy. N.,Nanaimo,BC,V9T 1X2,(250) 390-2204,(250) 390-2280,http://www.brocoautoglass.com
2251,Brook Law,Legal Services,206 - 155 Skinner St.,Nanaimo,BC,V9R 5E8,(250) 754-2529,(250) 754-2520,http://www.brooklawnanaimo.com
2056,Browns Socialhouse Restaurant,"Restaurants, Food & Beverage",6-6338 Metral Dr.,Nanaimo,BC,V9T 2L8,(250) 933-6641,N/A,http://www.brownssocialhouse.com
97,"Budget Car, Truck & Self Storage Rentals",Moving & Storage,2501 Kenworth Rd.,Nanaimo,BC,V9T 3M4,(250) 729-2400,N/A,https://www.bcbudget.com
3290,Burke Media (Vancouver Island),Professional Services,3222 Dolphin Drive,Nanoose Bay,BC,V9P 9J1,(250) 741-7740,(780) 455-8882,https://burkegroup.ca
99,Business Development Bank of Canada,Banking,500 - 6581 Aulds Rd.,Nanaimo,BC,V9T 6J6,1-888-463-6232,(250) 390-5753,http://www.bdc.ca
2014,Business Examiner Vancouver Island,Advertising & Media,25 Cavan Street,Nanaimo,BC,V9R 2T9,1-866-758-2684,N/A,N/A
3324,B. Gallant Homes,"Construction, Materials, Contractors",170 Wallace St,Nanaimo,BC,V9R 5B1,(250) 714-1991,N/A,http://www.bgallanthomes.com
5851,N/A,N/A,750 W Pender St,Vancouver,BC,V6C 2T8,(604) 683-0700,(604) 683-0416,N/A
5590,BC Hazmat Management Ltd,Professional Services,6- 10114 McDonald Park Rd,Sidney,BC,V8L 5X8,(250) 656-3382,N/A,http://www.bchazmat.com
5642,BD Mitchell Prosthetic & Orthotic Services Ltd,Health Care & Personal Services,1175 Dufferin Crescent,Nanaimo,BC,V9S 2B5,(250) 754-1442,(250) 754-3300,http://www.mitchellpando.com
5626,Ben Geselbracht,Individual,106 Columbia St.,Nanaimo,BC,V9R4L9,(250) 739-9473,N/A,N/A
5618,BioStrat Canada Inc. - Medi Spa & Esthetic Supplies,Health Care & Personal Services,974 Highview Terrace,Nanaimo,BC,V9R 6K5,(250) 218-5707,N/A,http://www.biostrat.ca
5657,Boost Sales,Professional Services,5383 Kenwill ,Nanaimo,BC,v9t5z9,(250) 716-6223,N/A,http://www.boostsales.ca
5651,Box 221 Digital Studios,Creative Services,Unit 4 - 85 Commercial Street,Nanaimo,BC,V9R 5G3,(250) 739-2560,N/A,http://box221.com
5579,Brenda Sinclair,Individual,1437 B 16th Ave,Campbell River,BC, V9W 2E4,(250) 287-4541,N/A,N/A
957,Caledonia Fire Protection Ltd.,Professional Services,290 Fry Street,Nanaimo,BC,V9R 4Z1,(250) 244-6303,(250) 244-3649,http://caledoniafireprotection.com/
1250,Campbell & Fairweather Psychology Group,Health Care & Personal Services,201-6543 Portsmouth Rd.,Nanaimo,BC,V9V 1A3,(250) 933-4884,(250) 933-4885,http://www.cfpsych.ca
107,Canadian Cancer Society,Community Service,777E Poplar St.,Nanaimo,BC,V9S 2H7,(250) 741-8180,(250) 741-8188,http://www.cancer.ca
108,Canadian Corps of Commissionaires,Professional Services,11 Port Dr.,Nanaimo,BC,V9R 0C7,(250) 754-1042,(250) 754-1059,http://commissionaires-viy.biz/
110,Canadian Home Builders Association - Vancouver Island,"Construction, Materials, Contractors",170 Wallace St.,Nanaimo,BC,V9R 5B1,(250) 755-1366,(250) 714-1155,http://www.chbavi.com
1522,Canadian Linen & Uniform Service,Professional Services,840 Dufferin St,Nanaimo,BC,V9S 2B1,(250) 619-4311,(250) 384-8191,http://www.canadianuniform.com
1023,Canadian Pacific Algae Inc.,Health Care & Personal Services,3145 Headland Rd.,Nanaimo,BC,V9X 1N8,(250) 722-0219,(250) 722-2934,http://www.canadianpacificalgae.com
3263,Canadian School of Natural Nutrition Vancouver Island,Education,2C - 91 Front St.,Nanaimo,BC,V9R 5H9,(250) 741-4805,N/A,http://www.csnn.ca/nanaimo
117,Canadian Western Bank,Banking,101 - 6475 Metral Dr,Nanaimo,BC,V9T 2L9,(250) 390-0088,(250) 390-0099,http://www.cwbank.com
2231,Candid Legal Law Corporation,Legal Services,23 - 4800 N. Island Hwy.,Nanaimo,BC,V9T 1W6,(250) 585-1595,(250) 585-1599,http://www.candidlegal.com
1934,Carto Investment and Insurance Solutions Inc.,Finance,101-6543 Portsmouth Road,Nanaimo,BC,V9V 1A3,(250) 933-2500,(250) 933-2501,http://www.sunlife.ca/dean.carto
292,Casino Nanaimo,Arts & Entertainment,620 Terminal Ave,Nanaimo,BC,V9R 5E2,(250) 753-3033,(250) 753-7146,http://www.casinonanaimo.com
1215,Cedar Valley Memorial Gardens,Funeral Services,PO Box 39,Cedar,BC,V9X 1W1,(250) 722-2244,(250) 722-7017,http://www.cedarvalleymemorial.ca
3320,N/A,N/A,N/A,Nanaimo,BC,V9S 1H8 ,N/A,N/A,N/A
132,Chatwin Engineering Ltd,"Construction, Materials, Contractors",1614 Morey Rd,Nanaimo,BC,V9S 1J7,(250) 753-9171,(250) 754-4459,http://www.chatwinengineering.com
1900,Chinook Scaffold Systems Ltd.,"Construction, Materials, Contractors",95 Tenth Street,Nanaimo,BC,V9R 6Z5,(250) 741-1105,(250) 741-1147,http://www.chinookscaffold.ca
1829,Christina's on the Lake,"Restaurants, Food & Beverage",2367 Arbot Rd.,Nanaimo,BC,V9R 6S9,(250) 753-2866,N/A,http://www.christinasonthelake.com/
137,Church Pickard,Accounting  & Bookkeeping,25 Cavan St.,Nanaimo,BC,V9R 2T9,(250) 754-6396,(250) 754-8177,http://www.churchpickard.com
138,CIBC Country Club Centre,Banking,123-3200 N. Island Hwy.,Nanaimo,BC,V9T 1W1,(250) 756-3400 ext. 222,(250) 758-0178,http://www.cibc.com
139,CIBC North Nanaimo,Banking,6570 N. Island Hwy.,Nanaimo,BC,V9V 1K8,(250) 756-3430,(250) 390-1915,http://www.cibc.com
140,CIBC Port Place Shopping Ctr.,Banking,109-650 Terminal Ave S.,Nanaimo,BC,V9R 5E2,(250) 716-2060,(250) 753-4362,http://www.cibc.com
142,Circle 'B' Mobile Home Towing Ltd. and Pilot Car Service,Moving & Storage,2570 Jingle Pot Rd.,Nanaimo,BC,V9R 6W4,(250) 754-5731,(250) 716-9001,N/A
147,City Tile in Nanaimo Ltd.,"Construction, Materials, Contractors",4337 Boban Dr.,Nanaimo,BC,V9T 5V9,(250) 729-9766,(250) 729-9044,http://www.citytile.ca
150,Classic Care Carpet & Upholstery Cleaning,Professional Services,1920 Northfield Road,Nanaimo,BC,V9S 3B5,(250) 756-4109,(250) 756-4130,http://www.classiccareservices.ca
153,Cline Medical Centre,Health Care & Personal Services,2090 Skaha Dr,Nanaimo,BC,V9R 6R8,(250) 753-3030,(250) 753-3006,http://www.clinemedical.com
1514,Clippers Hockey Limited Partnership,Sports & Recreation,2300 Bowen Road,Nanaimo,BC,V9T 3K7,(250) 751-0593,N/A,http://www.nanaimoclippers.com
3464,Clydesdale Moving and Hauling,Moving & Storage,359 Harwell Road,Nanaimo,BC,V9R 6V2,(250) 739-0236,N/A,http://www.clydesdalemoving.com
157,Coast Bastion Hotel,Travel & Accommodation,11 Bastion St,Nanaimo,BC,V9R 6E4,(250) 753-6601,(250) 753-4155,http://www.coasthotels.com
158,Coast Canada Construction,"Construction, Materials, Contractors",190 Canterbury Cres.,Nanaimo,BC,V9T 4S4,(250) 758-0388,N/A,N/A
160,Coast Capital Savings Credit Union,Banking,300 - 6581 Aulds Rd.,Nanaimo,BC,V9T 6J6,(250) 760-1311,(250) 760-1309,http://www.coastcapitalsavings.com
168,Coastal Community Credit Union - Bowen Br.,Banking,"Bowen Branch,",Nanaimo,BC,V9T 3M6,(250) 729-2565,(250) 729-2556,http://www.cccu.ca
169,Coastal Community Credit Union - Hammond Bay,Banking,"Hammond Bay Branch, ",Nanaimo,BC,V9T 5Y1,1-888-741-1010,(250) 390-8939,http://www.cccu.ca
167,Coastal Community Credit Union - Harbourfront,Banking,Harbourfront Plaza #111-59 Wharf Street,Nanaimo,BC,V9R 2X3,(250) 741-3101,(250) 741-3135,http://www.cccu.ca
166,Coastal Community Credit Union - Southgate,Banking,"Southgate Branch, #111-50 Tenth St",Nanaimo,BC,V9R 6L1,(250) 741-1683,(250) 741-1683,http://www.cccu.ca
165,Coastal Community Credit Union - Wharf St.,Banking,220-59 Wharf St,Nanaimo,BC,V9R 2X3,(250) 716-2804,(250) 741-3223,http://www.cccu.ca
2044,Coastal Energy Ltd.,"Construction, Materials, Contractors",1810 Fremont Rd. Unit A,Nanaimo,BC,V9S 3H4,(250) 585-5393,(250) 585-5723,http://www.coastalenergy.ca
1585,Coastal Installations (Prefab) Ltd.,"Construction, Materials, Contractors",144 Swanson Road,Nanaimo,BC,V9R 6V8,250-753-8550,N/A,http://coastalinstallations.ca
3384,Coastal Limo & Tour Co. Ltd.,Automotive,2257 Belwood Road,Nanaimo,BC,V9R 7C1,(250) 741-4420,(778) 441-3441,http://www.coastallimo.ca
1423,Coastline Electrical and Plumbing Ltd.,"Construction, Materials, Contractors",2209 McCullough Rd.,Nanaimo,BC,V9S 4M7,(250) 729-8055,(250) 585-4080,http://www.coastlinecontracting.ca
1977,COCO Cafe & Cedar Opportunities Co-operative,"Restaurants, Food & Beverage",#4A-1840 Cedar Rd,Nanaimo,BC,V9X 1H9,(250) 323-2223,N/A,http://www.cococafe.ca
174,Columbia Bakery Ltd,"Restaurants, Food & Beverage",2151 Bowen Rd,Nanaimo,BC,V9S 1H8,(250) 758-7219,(250) 758-7239,http://www.columbiabakery.ca/
1539,Comfort Group Heating Corporation,"Construction, Materials, Contractors",101 - 425 East Stanford Ave.,Parksville,BC,V9P 2N4,(250) 954-3680,(250) 954-3681,http://www.comfortgroup.ca
176,Communication Connection BC Inc,Computer & Information Technology,B - 2345 Delinea Pl.,Nanaimo,BC,V9T 5L9,(250) 756-4080,(250) 756-4980,http://www.communicationconnection.ca
177,Community Futures Central Island,Finance,14-327 Prideaux St.,Nanaimo,BC,V9R 2N4,(250) 591-7499,(250) 591-7498,http://www.cfnanaimo.org
179,Concise Systems Corporation,Computer & Information Technology,2110 Northfield Road,Nanaimo,BC,V9S 3B9,(250) 756-1604,(250) 756-0123,http://www.concise.ca
5820,N/A,N/A,1677 Sherwood Drive,Nanaimo,BC,V9T1H2,(250) 619-6682,N/A,http://www.cooperaudiodesigns.ca
184,Costco,Retail,6700 Island Hwy N,Nanaimo,BC,V9V 1K8,(250) 390-3231,(250) 390-1243,http://www.costco.ca
999,Cottonwood Golf Course,Sports & Recreation,Box 301,Cassidy,BC,V0R 1H0,(250) 245-5157,(250) 245-5182,http://www.cottonwoodgolfcourse.com
186,Country Club Centre,Retail,2A-3200 Island Highway N,Nanaimo,BC,V9T 1W1,(250) 758-1102,(250) 758-2407,http://www.countryclubcentre.com
191,Crimson Coast Dance Society,Arts & Entertainment,60 Wharf Street,Nanaimo,BC,V9R 5G6,(250) 716-3230,N/A,http://www.crimsoncoastdance.org
3269,"Cross & Company, Chartered Professional Accountants",Accounting  & Bookkeeping,3090 Barons Rd.,Nanaimo,BC,V9T 4B5,(250) 729-0504,(250) 729-0508,http://www.crossandco.ca
1074,Cruise Human Resources Solutions Corp.,Professional Services,913 Holm Road,Campbell River,BC,V9H 1V7,(250) 830-4372,(250) 923-6761,http://www.cruisehrsolutions.com
479,CVI Multicultural Society,Community Service,101 - 319 Selby St.,Nanaimo,BC,V9R 2R4,(250) 753-6911,(250) 753-4250,http://www.cvims.org
4559,Camargue Properties,Real Estate & Property Management,101-1950 Watkiss Way,Victoria,BC,V9B 0V6,(250) 920-5435,N/A,http://groupedenux.com
3325,"Canadian Mental Health Association, Mid Island Branch",Community Service,437 Wesley St.,Nanaimo,BC,V9R 2T8,(250) 244-4042,N/A,http://www.mid-island.cmha.bc.ca
3455,Canpro Deck and Rail (BC) Inc.,"Construction, Materials, Contractors",8 - 4131 Mostar Road,Nanaimo,BC,V9T 6A6,(250) 667-7145,N/A,http://canprodeckandrail.com
5603,Carbon Safety Solutions,Professional Services,2325 Whitney Road,Nanaimo,BC,V9T6B7,(250) 734-1373,N/A,http://www.carbonsafety.ca
2013,Carleigh Randall,Individual,Faculty of Management,Nanaimo,BC,V9R 5S5,250-753-3245 ext 2439,N/A,N/A
5630,Carrie Chassels,Education,N/A,N/A,N/A,N/A,(416) 523-0066,N/A,N/A
3447,Cascara Consulting Engineers Limited,"Construction, Materials, Contractors",#206-335 Wesley Street,Nanaimo,BC,V9T 4C5,(250) 714-9112,N/A,http://www.cascara.ca
5806,Catalina Business Services,Accounting  & Bookkeeping,#101 - 1801 Bowen Rd. ,Nanaimo,BC,V9S 1H1,250-802-3850,N/A,http://https://www.catalinaservices.ca
3458,CBK Arts and Entertainment,Arts & Entertainment,2114 Wren Place,Nanaimo,BC,V9R 7A7,(778) 533-4051,N/A,http://www.findingyourbutkus.com
5635,Centra Windows,"Construction, Materials, Contractors",2132 Northfield Road,Nanaimo,BC,V9S 3B9,(250) 756-3010,N/A,http://centrawindows.com
3368,Centsible Heating & Cooling Ltd,"Construction, Materials, Contractors",4131 Mostar Road,Nanaimo,BC,V9X 1J5,(250) 618-2115,N/A,N/A
5654,Change Weavers Consulting,Professional Services,120-256 Wallace St.,Nanaimo,BC,V9R 5B3,(204) 797-2608,N/A,http://www.changeweavers.com
3370,Chemistry Consulting Group,Professional Services,400-1207 Douglas St,Victoria,BC,V8W 2E7,250-382-3303,N/A,http://www.chemistryconsulting.ca
5600,Cinnabar Vista Alef Productions Ltd.,Advertising & Media,1894 Kentucky Place,Nanaimo,BC,V9X 1C6,(250) 716-1141,N/A,http://www.cinnabarvista.com
3355,Clay Tree Society,Community Service,838 Old Victoria Road,Nanaimo,BC,V9R 6A1,(250) 882-3755,(250) 753-2749,http://www.claytree.org
3444,Coastal Community Insurance Services (2007) Ltd.,Insurance ,220 - 59 Wharf Street,Nanaimo,BC,V9R 2X3,(250) 741-3200,N/A,N/A
5673,Coastal Support Services,Health Care & Personal Services,219 Pine Street,Nanaimo,British Columbia,V9R 2B5,(250) 754-0740,N/A,N/A
4554,Cold Front Gelato,"Restaurants, Food & Beverage",306-60 Commercial St,Nanaimo,BC,V9R 5G4,(250) 591-7719,N/A,N/A
5779,Collaborative Law Corporation,Legal Services,401-17 Church Street,Nanaimo,BC,V9R 5H5,250-824-1255,N/A,http://nanaimolegal.ca/
5647,Comfort Keepers,Health Care & Personal Services,154 Memorial Ave,Parksville,BC,V9P 2H6,(778) 716-0276,N/A,http://www.parksville.comfortkeepers.ca
3382,Commercial On Hold Marketing Inc.,Professional Services,PO Box 30005 Greenbank North,Ottawa,ON,K2H 1A3,1-800-267-5229,1-800-343-0680,http://cohm.com
5585,Connect Hearing,Health Care & Personal Services,4-1150 Terminal Ave. N,Nanaimo,BC,V9S 5L6,(250) 754-9233,N/A,http://connecthearing.ca
5664,Conserv-Arte  Art Conservation Services,Creative Services,N/A,Nanaimo,BC,N/A,1-604-734-0115,N/A,N/A
5576,Corry Hostetter,Individual,1609 Haida Way,Nanoose Bay,BC,V9P 9B5,(250) 713-1540,N/A,N/A
5826,N/A,N/A,1717 Kerrisdale Rod,Nanaimo,BC,V9S 1N4,N/A,N/A,http://cpcnanaimo.com
4525,CUE Consulting | Celtic Performing Arts Inc.,Professional Services,507 Westview Place,Nanaimo,BC,V9V 1B3,(250) 758-0208,N/A,http://www.cueconsulting.ca | www.celticperformingarts.com
5871,N/A,N/A,N/A,Nanaimo,BC,V9S 1H8 ,1-800-663-0805,N/A,N/A
199,Dairy Queen (Country Club),"Restaurants, Food & Beverage",3190 Island Hwy,Nanaimo,BC,V9T 1W1,(250) 756-0381,(250) 756-3051,http://www.dairyqueen.com/us-en/locator/Detail/?localechange=1&amp;store-id=7835&amp;
200,Dairy Queen (Nicol St.),"Restaurants, Food & Beverage",280 Nicol St,Nanaimo,BC,V9R 4T2,(250) 754-6921,N/A,http://www.dairyqueen.com/
2172,Dallen's Dream Team Society,Community Service,2064 James Edward Place,Nanaimo,BC,V9X 1K6,(250) 616-0723,N/A,N/A
201,Daphne's Designs,Arts & Entertainment,4733 Laguna Way,Nanaimo,BC,V9T 5C2,(250) 755-5718,(250) 758-6282,http://www.daphnesart.com
204,DenMar Electric Ltd,"Construction, Materials, Contractors",1810 Fremont Rd.,Nanaimo,BC,V9S 3H4,(250) 758-8464,(250) 758-8479,http://www.denmarelectric.com
205,Departure Bay Automotive Service Ctr.,Automotive,1961 Wilfert Rd.,Nanaimo,BC,V9S 3H6,(250) 758-9312,(250) 758-9369,http://www.departurebayauto.ca
1009,Discovery Community College,Education,101-495 Dunsmir Street,Nanaimo,BC,V9R 6B9,(250) 740-0115,(250) 740-0114,http://www.discoverycommunitycollege.com
737,Dodd's Furniture Ltd.,Retail,6421 Applecross Rd,Nanaimo,BC,V9V 1N1,(250) 390-1125,(250) 390-5123,http://www.doddsfurniture.com
2113,Dog n' Suds,Pets,2209 Wilgress Rd.,Nanaimo,BC,V9S 4N3,(250) 751-2551,N/A,http://www.dognsudspetservices.com
210,Dogwood Landscaping & Maintenance,"Construction, Materials, Contractors",5861 Sunset Road,Nanaimo,BC,V9V 1E4,(250) 758-3773,N/A,N/A
